Ground Truth,Modified RAG Answer,Traditional RAG Answer,BERTScore for Modified,Exact Match for Modified,BLEU Score for Modified,ROUGE-1 for Modified,ROUGE-2 for Modified,ROUGE-L for Modified,BERTScore for Traditional,Exact Match for Traditional,BLEU Score for Traditional,ROUGE-1 for Traditional,ROUGE-2 for Traditional,ROUGE-L for Traditional
Aug-13,The Vikrant-class aircraft carrier was started in 2009 and will operate MiG-29K and naval HAL Tejas aircraft along with the Indian-made helicopter HAL Dhruv.,The Vikrant-class aircraft carrier was launched in 2009.,0.804503918,0,0,0,0,0,0.84210062,0,0,0,0,0
to deploy balloons,carrier was used as an aircraft recovery vehicle in the early 20th century,Carrier aircraft were used for defense and air superiority cover in the early 20th century.,0.855165303,0,0,0,0,0,0.853101313,0,0,0,0,0
thirty-seven,"There are thirty-seven active aircraft carriers in the world as of March 3, 2016.","As of March 3rd, 2016 there are thirty-seven active aircraft carriers worldwide within twelve navies.",0.859349966,0,0.014283633,0.235294118,0.133333333,0.235294118,0.850323558,0,0.013217948,0.222222222,0.125,0.222222222
supercarriers,"Another name for the 10 large nuclear-powered carriers operated by the U.S. Navy are ""aircraft carriers"".",Another name for the 10 large nuclear-powered carriers operated by the U.S. Navy is supercarriers.,0.799283266,0,0,0,0,0,0.827236712,0,0,0.111111111,0,0.111111111
up to 90,90,90,0.876822233,0,0.024066395,0.5,0,0.5,0.876822233,0,0.024066395,0.5,0,0.5
The United States Navy,The largest carrier in the world is owned by the US Navy.,The United States Navy owns the largest carriers in the world.,0.862415373,0,0.017033186,0.25,0,0.25,0.901215374,0,0.234623503,0.533333333,0.461538462,0.533333333
There is no single definition,"An aircraft carrier is defined as a warship that serves as a seagoing airbase, equipped with a full-length flight deck and facilities for carrying, arming, deploying, and recovering aircraft.","An ""aircraft carrier"" is a warship that serves as a seagoing airbase, equipped with a full-length flight deck and facilities for carrying, arming, deploying, and recovering aircraft.",0.824928224,0,0.006471824,0.057142857,0,0.057142857,0.816434741,0,0.006980361,0.060606061,0,0.060606061
according to the type of aircraft they carry and their operational assignments,Aircraft carriers can be classified according to the type of aircraft they carry and their operational assignments.,Aircraft carriers can be classified according to the type of aircraft they carry.,0.928369284,0,0.61021692,0.827586207,0.814814815,0.827586207,0.909145892,0,0.470370959,0.64,0.608695652,0.64
former head of the Royal Navy,Admiral Sir Mark Stanhope is a former head of the Royal Navy who has stated that countries aspiring for strategic international influence should have aircraft carriers.,Admiral Sir Mark Stanhope is a former head of the Royal Navy who has stated that countries aspiring for strategic international influence should have aircraft carriers.,0.888080895,0,0.17797644,0.375,0.333333333,0.375,0.888080895,0,0.17797644,0.375,0.333333333,0.375
Admiral Sir Mark Stanhope,"""countries that aspire to strategic international influence have aircraft carriers"" - President George H.W. Bush","Admiral James Stavridis said, ""countries that aspire to strategic international influence have aircraft carriers.""",0.806850135,0,0,0,0,0,0.812145054,0,0.014283633,0.111111111,0,0.111111111
The aircraft carrier,Aircraft carriers became more important in World War II because air power was becoming a significant factor in warfare.,"The advent of aircraft as focal weapons was driven by the superior range, flexibility and effectiveness of carrier-launched aircraft.",0.853207588,0,0,0.181818182,0.1,0.181818182,0.85852474,0,0.012109013,0.260869565,0,0.260869565
"the superior range, flexibility and effectiveness","The advent of carrier-launched aircraft as focal weapons was driven by the superior range, flexibility, and effectiveness of carrier-launched aircraft compared to other types of weapons.","carrier-launched aircraft as focal weapons was driven by their superior range, flexibility and effectiveness compared to naval guns.",0.875217795,0,0.045217829,0.352941176,0.3125,0.352941176,0.873874366,0,0.201053735,0.4,0.347826087,0.4
They had higher range and precision,"Carrier-launched aircraft were more effective than naval guns because they had higher range and precision, making them ideal for hitting targets from a distance.","Carrier-launched aircraft were more effective than naval guns due to their higher range and precision, making them highly effective.",0.883759558,0,0.098493495,0.387096774,0.344827586,0.387096774,0.886408567,0,0.050395187,0.307692308,0.25,0.307692308
the beginning of the effective and highly mobile aircraft strikes,The beginning of effective and highly mobile aircraft strikes was signalled when HMS Illustrious launched a long-range strike on the Italian fleet at their base in Taranto in November 1940.,'signalling the beginning of the effective and highly mobile aircraft strikes',0.908340752,0,0.177167269,0.487804878,0.358974359,0.43902439,0.950788856,0,0.786075302,0.952380952,0.947368421,0.952380952
the sinking of HMS Glorious by German battleships,The sinking of HMS Glorious by German battleships during the Norwegian campaign in 1940 illustrated the vulnerability of carriers compared to traditional battleships when forced into a gun-range encounter.,The sinking of HMS Glorious by German battleships during the Norwegian campaign in 1940 showed the vulnerability of carriers when forced into gun-range encounters compared to traditional battleships.,0.920727611,0,0.202579047,0.421052632,0.388888889,0.421052632,0.92134577,0,0.210236937,0.432432432,0.4,0.432432432
flattop vessels,The development of flattop vessels produced the first large fleet ships in 1918.,The development of flattop vessels produced the first large fleet ships.,0.864257753,0,0.03285702,0.266666667,0.153846154,0.266666667,0.868975699,0,0.039863571,0.307692308,0.181818182,0.307692308
HMS Argus,The name of the world's first carrier was HMS Argus,The world's first carrier capable of launching and recovering naval aircraft was HMS Argus in 1918.,0.868317187,0,0.044632361,0.307692308,0.181818182,0.307692308,0.846069336,0,0.026012784,0.210526316,0.117647059,0.210526316
the construction of new heavy surface combat ships,The Washington Naval Treaty limited the construction of new heavy surface combat ships.,The Washington Naval Treaty limited the construction of new heavy,0.927067935,0,0.470370959,0.761904762,0.736842105,0.761904762,0.872983694,0,0.392814651,0.555555556,0.5,0.555555556
Washington Naval Treaty of 1922,Early aircraft carriers were converted from other types of ships because they had the necessary size and strength to accommodate planes and their launch and recovery systems.,"Early aircraft carriers were made up of conversions of ships that were previously cargo ships, cruisers or battlecruisers because surface combat ships, most early aircraft carriers were conversions of ships that were laid down (or had served) as different ship types: cargo ships, cruisers, battlecruisers, or battleships.",0.811789811,0,0.006980361,0.0625,0,0.0625,0.783261538,0,0.003909487,0.038461538,0,0.038461538
Lexington-class,The conversions gave rise to light fleet carriers in 1927.,The ship conversions gave rise to the Lexington-class aircraft carriers in 1927.,0.822901726,0,0,0,0,0,0.833948195,0,0.017033186,0.266666667,0.153846154,0.266666667
Electromagnetic Aircraft Launch System,EMALS stands for Electromagnetic Aircraft Launch System.,EMALS stands for Electromagnetic Aircraft Launch System.,0.836228848,0,0.163481266,0.727272727,0.666666667,0.727272727,0.836228848,0,0.163481266,0.727272727,0.666666667,0.727272727
General Atomics,General Atomics.,The US Navy developed EMALS for their Gerald R. Ford-class aircraft carriers.,0.98919791,0,0.149534878,1,1,1,0.799538195,0,0,0,0,0
varied aircraft including unmanned combat air vehicles (UCAV),"EMALS enable the launching of various aircraft, including unmanned combat air vehicles (UCAVs).",The launching of fourth-generation aircraft,0.924040616,0,0.289178493,0.666666667,0.631578947,0.666666667,0.853190005,0,0.029486824,0.142857143,0,0.142857143
Indian Navy officers,Indian Navy officers were impressed by the new capabilities of EMALS.,Indian Navy officers were impressed by the new capabilities of EMALS.,0.918788612,0,0.093294602,0.428571429,0.333333333,0.428571429,0.918788612,0,0.093294602,0.428571429,0.333333333,0.428571429
three,3,The US Navy's Gerald R. Ford-class aircraft carriers use EMALS.,0.998943925,0,0,0,0,0,0.816189528,0,0,0,0,0
Japan's largest military ship since World War II,"The launching ceremony in Yokohama was held for Japan's largest military ship since World War II, Izumo.","The launching ceremony in Yokohama was held for Japan's largest military ship since World War II, Izumo.",0.904614091,0,0.348235283,0.666666667,0.64,0.666666667,0.904614091,0,0.348235283,0.666666667,0.64,0.666666667
five,10,14,0.999521971,0,0,0,0,0,0.999301195,0,0,0,0,0
820-foot-long (250 m),1,"Japan's largest military ship is the Izumo, which measures 820 feet long and weighs 19,500 tons.",0.794367313,0,0,0,0,0,0.836118639,0,0,0.173913043,0,0.173913043
400,"Japan's largest military ship can carry up to 1,000 troops at once.",Japan's largest military ship can carry up to 14 helicopters and 400 troops.,0.806849778,0,0,0,0,0,0.809556484,0,0.015537126,0.133333333,0,0.133333333
"19,500-ton","1,350 tons","19,500 tons",0.934873104,0,0,0.333333333,0,0.333333333,0.952002585,0,0,1,1,1
the ten-ship Gerald R. Ford class,The current US fleet of Nimitz-class carriers will be replaced with the Gerald R. Ford class.,The current US fleet of Nimitz-class carriers will be replaced with the ten-ship America-class amphibious assault ships.,0.891063035,0,0.065418689,0.416666667,0.272727273,0.416666667,0.869857013,0,0.024325426,0.296296296,0.16,0.296296296
Electromagnetic Aircraft Launch System (EMALS),"The new ships will use Electromagnetic Aircraft Launch System (EMALS), which replace the old steam catapults.",Electromagnetic Aircraft Launch System (EMALS).,0.888838172,0,0.153102454,0.476190476,0.421052632,0.476190476,0.982237101,0,0.668740305,1,1,1
2016,The USS Enterprise was scheduled to be decommissioned in 2016.,The USS Enterprise was decommissioned in December 2012.,0.813145041,0,0,0.181818182,0,0.181818182,0.818272769,0,0,0,0,0
"100,000 ton","The Gerald R. Ford-class carrier weighs approximately 100,000 tons.","The Gerald R. Ford-class carrier weighs approximately 100,000 tons.",0.865867972,0,0.023980297,0.428571429,0.333333333,0.428571429,0.865867972,0,0.023980297,0.428571429,0.333333333,0.428571429
"45,000 ton","45,000 tons","The America-class amphibious assault ship weighs 45,000 tons.",0.971107602,0,0.149534878,1,1,1,0.861084044,0,0.02777619,0.461538462,0.363636364,0.461538462
VTOL-capable or helicopters,VTOL-capable aircraft or helicopters do not need to decelerate because they can hover in place and maintain their position without needing to slow down.,The type of aircraft that have no need to decelerate are VTOL-capable or helicopters.,0.883106232,0,0.018519747,0.275862069,0.148148148,0.275862069,0.878629923,0,0.030206205,0.421052632,0.352941176,0.421052632
the launch area,The angled deck separates the recovery operation area from the launch area.,The angled deck separates the recovery operation area from the launch area.,0.900350928,0,0.039863571,0.4,0.307692308,0.4,0.900350988,0,0.039863571,0.4,0.307692308,0.4
aircraft capable of vertical or short take-off and landing,V/STOL refers to vertical take-off and landing.,V/STOL refers to take-off and landing.,0.872394264,0,0.058093341,0.526315789,0.352941176,0.526315789,0.85784024,0,0.052364219,0.444444444,0.375,0.444444444
hover,helicopters use their vertical lift capability to move over the flight deck and land vertically,Helicopters use their vertical takeoff and landing capability to move over the flight deck and land vertically.,0.84340775,0,0,0,0,0,0.805864573,0,0,0,0,0
