chunk,question,answer
239,ہندوستانی میڈیا نے اس خبر پر کیا ردعمل دیا؟,ہندوستانی میڈیا نے اس خبر پر ناپسندیدگی سے جواب دیا۔
239,وزیر تجارت کمال ناتھ نے کیا اقدام کیا؟,وزیر تجارت کمال ناتھ نے احتجاج میں بیجنگ کا سرکاری سفر منسوخ کر دیا۔
239,ائیر آر آر کی آؤٹ ریچ ڈائریکٹر کون ہے؟,ائیر آر آر کی آؤٹ ریچ ڈائریکٹر سوسن پراگرا ہے۔
240,ایونٹ کے لیے بڑا دھچکا کس وجہ سے ہوا؟,ایونٹ کے لیے بڑا دھچکا فٹ بالر ڈیگو میراڈونا کی وجہ سے ہوا۔
240,ریلی کو کھولنے کے لیے شیڈول کب تھا؟,ریلی کو کھولنے کے لیے شیڈول اولمپک تنازعہ سے بچنے کی کوشش میں تھا۔
240,مظاہرے میں کتنے پولیس افسران شامل تھے؟,مظاہرے میں 1200 پولیس افسران شامل تھے۔
240,پاکستان میں اولمپک مشعل کب پہنچی؟,پاکستان میں اولمپک مشعل 16 اپریل کو پہلی بار اسلام آباد پہنچی۔
240,ریلی کی افتتاحی تقریب میں کس نے خطاب کیا؟,ریلی کی افتتاحی تقریب میں صدر پرویز مشرف اور وزیر اعظم یوسف رضا گیلانی نے خطاب کیا۔
241,مشعل کے اولمپک سفر کے سب سے حساس مرحلے کے بارے میں کیا معلومات ہیں؟,"مشعل کے اولمپک سفر کا سب سے حساس مرحلہ سیکورٹی زیادہ تھی، جس کی وجہ سے ایک اخبار نے اس کا ذکر کیا۔"
241,ریلے کی ابتدا کہاں سے ہوئی تھی؟,ریلے کی ابتدا اسلام آباد کے ارد گرد مشعل لے جانے کے ارادے سے ہوئی تھی۔
241,ریلے کو کیوں منسوخ کیا گیا؟,ریلے کو عسکریت پسندوں کی دھمکیوں یا چین مخالف احتجاج کی وجہ سے منسوخ کیا گیا۔
241,ریلے کی منسوخی کے بعد کیا ہوا؟,ریلے کی منسوخی کے بعد جناح اسٹیڈیم کے قریب مشعل لے جانے کے ساتھ ایک انڈور تقریب منعقد کی گئی۔
241,پاکستان میں مشعل کی حفاظت کے لیے کیا اقدامات کیے گئے تھے؟,"مشعل کی حفاظت کے لیے ہزاروں پولیس اہلکاروں اور فوجیوں نے خدمات انجام دیں، جس کے نتیجے میں کوئی واقعہ پیش نہیں آیا۔"
242,ہندوستانی حکام نے نئی دہلی میں ریلی کے راستے کو مختصر کرنے کا فیصلہ کیوں کیا؟,ہندوستانی حکام نے نئی دہلی میں ریلی کے راستے کو مختصر کرنے کا فیصلہ اس لیے کیا تاکہ یہ عام طور پر یوم جمہوریہ کی تقریبات سے وابستہ سیکیورٹی کے حوالے سے ہو۔
242,چینی انجنئیرنگ جنسی کی ریلی کے راستے پر کن نکات کی توقعات ہیں؟,چینی انجنئیرنگ جنسی کی ریلی کے راستے پر ایسے نکات کی توقعات ہیں جو مظاہرین کے لیے خاص طور پر 'نقصان دہ' ہوں گے۔
242,ہندوستانی میڈیا نے اس خبر پر کیا ردعمل دیا؟,"ہندوستانی میڈیا نے اس خبر پر ناپسندیدگی سے جواب دیا کہ سفیر، ایک ممتاز لیڈی سفارت کار، کو مقامی وقت کے مطابق صبح 2 بجے وزارت خارجہ میں طلب کیا گیا تھا۔"
242,احتجاج کے دوران بیجنگ کا سرکاری سفر کیوں منسوخ کیا گیا؟,"احتجاج کے دوران بیجنگ کا سرکاری سفر ہندوستان کے وزیر تجارت، کمال ناتھ، نے منسوخ کیا۔"
242,ناتھ اور چینی ذرائع نے احتجاج کے بارے میں کیا کہا؟,ناتھ اور چینی ذرائع دونوں نے اس احتجاج کے بارے میں تردید کی ہے۔
243,ڈینش مجسمہ ساز Jens Galschiøt نے کس منصوبے پر کام کیا؟,Jens Galschiøt نے رنگین جمہوریت گروپ کے تحت ہانگ کانگ میں شرم کے ستون کو پینٹ کرنے کا منصوبہ بنایا۔
243,ہانگ کانگ میں Jens Galschiøt نے کس سال میں احتجاج کے یاد میں تعمیر کیا؟,Jens Galschiøt نے 1989 کے تیانمن اسکوائر احتجاج کی یاد میں ہانگ کانگ میں تعمیر کیا۔
243,26 اپریل 2008 کو ہانگ کانگ میں کیا واقعہ پیش آیا؟,26 اپریل 2008 کو ہانگ کانگ میں Jens Galschiøt اور دیگر لوگوں کو امیگریشن وجوہات کی بنا پر داخلے سے انکار کر دیا گیا۔
243,چین میں ہانگ کانگ کے حوالے سے کون سی شخصیت نے کیا کہا؟,چین میں ہانگ کانگ کے حوالے سے محب وطن جمہوری تحریکوں کی حمایت میں ہانگ کانگ الائنز کے نائب چیئرمین لی چک یان نے کہا کہ یہ افسوسناک ہے کہ حکومت مشعل ریلی کی وجہ سے ہانگ کانگ کی تصویر کو قربان کرنے کے لیے تیار ہے۔
243,ہانگ کانگ میں Jens Galschiøt کا کیا مختصر واقعہ ہوا؟,ہانگ کانگ میں Jens Galschiøt کو اداکارہ میا فارو سے بھی ہوانگ ہوائی اڈے پر مختصر طور پر پوچھ گچھ کی گئی۔
244,ہانگ کانگ میں سوڈان اور چین کے تعلقات پر تنقید کس نے کی؟,ہانگ کانگ میں سوڈان کے ساتھ چین کے تعلقات پر تنقید ایک تقریب میں کی گئی۔
244,دارفور کے بحران میں چین کے کردار کے بارے میں کیا کہا گیا؟,دارفور کے بحران میں چین کے کردار کے بارے میں احتجاج کرنے والے لوگوں کی ایک چھوٹی سی اقلیت تھی۔
244,قانون ساز چیونگ نے حکومت کے فیصلے کے بارے میں کیا بیان دیا؟,قانون ساز چیونگ نے کہا کہ حکومت کا فیصلہ فارو کو داخلے کی اجازت دینا دوسروں کو انکار کرنا دوہری معیار ہے۔
244,تھائی لینڈ میں 18 اپریل کا ریلی اولمپک شعلہ کس چیز کا پہلا دورہ تھا؟,تھائی لینڈ میں 18 اپریل کا ریلی اولمپک شعلہ بینکاک کا پہلا دورہ تھا۔
244,مشعل کو کس چیز کی یادگار کے طور پر پیش کیا گیا؟,مشعل کو جمہوریت کی یادگار کے طور پر پیش کیا گیا۔
245,گرین ورلڈ فاؤنڈیشن کی چیئرپرسن کون ہیں؟,گرین ورلڈ فاؤنڈیشن کی چیئرپرسن ایم آر ناریس ہیں۔
245,چین کی کارروائیوں کے خلاف احتجاج کب ہوا؟,چین کی کارروائیوں کے خلاف احتجاج تقریباً مشعل چلانے کی تقریب کے دوران ہوا۔
245,تھائی حکومت نے غیر ملکی مظاہرین کے ساتھ کیا سلوک کیا؟,تھائی حکومت نے غیر ملکی مظاہرین کو گرفتار کرنے اور تھائی لینڈ میں داخلے پر پابندی لگانے کی دھمکی دی۔
245,احتجاج میں کتنے افراد نے حصہ لیا؟,احتجاج میں کئی سو افراد نے حصہ لیا۔
245,طلباء نے میڈیا کو کیا بتایا؟,طلباء نے میڈیا کو بتایا کہ چینی سفارت خانے نے انہیں نقل و حمل فراہم کیا اور انہیں پہننے کے لیے قمیزیں دیں۔
246,چینی حکام نے کیمبرج میں کس چیز کی حفاظت کے لیے درخواست دی؟,چینی حکام نے کیمبرج میں شعلے کی حفاظت کے لیے ریلوے روٹ کے ساتھ پیپلز لبریشن آرمی کے اہلکاروں کو تعینات کرنے کی اجازت کی درخواست دی۔
246,آسٹریلوی حکام نے چینی درخواست کے بارے میں کیا بیان دیا؟,آسٹریلوی حکام نے بیان کیا کہ اگر ایسی درخواست کی جاتی ہے تو اس سے انکار کردیا جائے گا۔
246,چینی حکام نے آسٹریلوی پولیس کو کس چیز کی طرف اشارہ کیا؟,چینی حکام نے آسٹریلوی پولیس کو چینی طلباء اور اسکالرز کی طرف سے چینی آسٹریلوی طلباء کے لیے ایک کال کے بعد ریلوے کے تماشائیوں کی تلاش کے لیے اختیارات دیے گئے ہیں۔
246,چینی حکام نے کس چیز کو افواہ قرار دیا؟,چینی حکام نے آسٹریلوی حکام کی طرف سے چینی طلباء کے لیے اہلکاروں کی تعیناتی کی اجازت کی درخواست کو افواہ قرار دیا۔
246,چینی حکام نے نسل پرستی کے خلاف کیا اقدام کیا؟,چینی حکام نے نسل پرستی کی بدعنوانی اور چین مخالف علیحدگی پسندوں کے خلاف اپنے مقدس مشعل کا دفاع کرنے کے لیے اقدام کیا۔
247,چینی تنظیموں کے چیئرمین نے مظاہرین کے لیے کیا کرنے کی بات کی؟,چینی تنظیموں کے چیئرمین نے کہا کہ اے سی سی او ہزاروں بیجنگ کے حامی مظاہرین کو بس کے ذریعے کینبرا لے جائیں گے۔
247,چینی طالب علم ژانگ رونگن نے پریس کو کیا بتایا؟,"چینی طالب علم ژانگ رونگن نے پریس کو بتایا کہ چینی سفارت کار بیجنگ کے حامی مظاہرین کے لیے بسوں، کھانے اور رہائش کے انتظام میں مدد کر رہے ہیں۔"
247,وزیردفاع اسمتھ نے کس پر زور دیا؟,وزیردفاع اسمتھ نے چینی عہدے دار حامیوں پر زور دیا۔
247,یہ ایونٹ کب منعقد ہوا؟,یہ ایونٹ جاپان کے ناگانو میں 26 اپریل کو منعقد ہوا۔
247,ایونٹ کا کیا پس منظر ہے؟,ایونٹ کا پس منظر 1998 کے سرمائی اولمپکس کی میزبانی ہے۔
248,جاپانی بدھ مت کے مندر زینکو جی کا اصل مقام کہاں ہے؟,جاپانی بدھ مت کے مندر زینکو جی کا اصل مقام ناگانو میں ہے۔
248,زینکو جی مندر کی مرکزی عمارت کب دوبارہ تعمیر کی گئی تھی؟,زینکو جی مندر کی مرکزی عمارت 1707 میں دوبارہ تعمیر کی گئی تھی۔
248,زینکو جی مندر کے ساتھ کون سی بڑی واقعہ پیش آئی تھی؟,زینکو جی مندر کے ساتھ سپرے پینٹ کے ساتھ تباہ کرنے کا واقعہ پیش آیا تھا۔
248,شہر نے کون سی منصوبہ بندی کی تھی جس میں مظاہرین نے احتجاج کیا؟,شہر نے مینامی ناگانو اسپورٹس پارک میں منعقد کرنے کی منصوبہ بندی کی تھی جس کے خلاف مظاہرین نے احتجاج کیا۔
248,احتجاج کی وجہ سے کس چیز کی روک تھام کا خطرہ تھا؟,احتجاج کی وجہ سے رکاؤٹ کا خطرہ تھا۔
249,مظاہروں کے دوران کتنے افراد کو گرفتار کیا گیا؟,پانچ افراد کو گرفتار کیا گیا۔
249,مظاہروں میں زخمی ہونے والے افراد کی تعداد کتنی تھی؟,چار افراد زخمی ہوئے۔
249,مظاہروں کے دوران عوام کو کہاں داخلے کی اجازت نہیں دی گئی؟,عوام کو پارکنگ میں داخلے کی اجازت نہیں دی گئی۔
249,مظاہروں کے دوران پولیس نے کیا اقدامات کیے؟,پولیس نے مظاہروں کے راستے میں ہزاروں افراد کو متحرک کیا اور سڑکوں پر قطاریں لگائیں۔
249,زینکوجی رہبروں نے کس چیز کے لیے دعا کی تقریب کا انعقاد کیا؟,زینکوجی رہبروں نے حالیہ واقعات کے متاثرین کے لیے دعا کی تقریب کا انعقاد کیا۔
